date,rain,tmax,tmin
05-07-1952,0,35.00999832,26.20000076
06-07-1952,0.746890545,35.79999924,25.90999985
07-07-1952,7.135137081,34.52999878,24.81999969
08-07-1952,26.52011108,28.44000053,23.5
09-07-1952,6.343945026,30.5,23.79000092
10-07-1952,4.461196423,32.31000137,23.95000076
11-07-1952,2.171610594,32.81999969,24.5
12-07-1952,5.525979042,33.11000061,24.23999977
13-07-1952,0,33.68000031,24.54000092
14-07-1952,0,34.00999832,24.87000084
15-07-1952,0,32.93999863,24.29999924
16-07-1952,0.978248417,33.13000107,25.14999962
17-07-1952,5.671360016,34.08000183,25.45999908
18-07-1952,8.906476021,31.48999977,23.75
19-07-1952,12.74417305,31.31999969,23.87000084
20-07-1952,9.912121773,29.54999924,23.46999931
21-07-1952,13.37820911,28.62999916,23.57999992
22-07-1952,18.17113113,28.82999992,23.55999947
23-07-1952,17.32779884,30.55999947,24.44000053
24-07-1952,45.91942978,29.31999969,23.59000015
25-07-1952,43.81421661,29.06999969,24.01000023
26-07-1952,114.0235977,26.54999924,23.03000069
27-07-1952,19.3231678,26.36000061,22.70000076
28-07-1952,23.40293694,26.52000046,22.61000061
29-07-1952,17.37124252,26.65999985,22.89999962
30-07-1952,24.12295341,26.87000084,23.17000008
31-07-1952,43.57061386,26.07999992,23.17000008
01-08-1952,20.2008419,25.88999939,22.70999908
02-08-1952,3.85308671,28.23999977,22.87999916
03-08-1952,20.74685669,28.80999947,23.75
04-08-1952,39.89126968,28.54000092,23.20000076
05-08-1952,45.67973709,27.19000053,22.81999969
06-08-1952,7.952852726,27.30999947,22.80999947
07-08-1952,3.565461159,27.96999931,23.38999939
08-08-1952,0.960131168,29.37000084,24.57999992
09-08-1952,5.036989212,28.84000015,23.47999954
10-08-1952,7.032149792,29.29999924,22.93000031
11-08-1952,1.837310672,29.64999962,22.46999931
12-08-1952,0.420778781,28.98999977,22.77000046
13-08-1952,0,29.17000008,22.62999916
14-08-1952,0,29.62999916,22.96999931
15-08-1952,0,30.69000053,23.42000008
16-08-1952,0,29.23999977,23.46999931
17-08-1952,0.191510394,29.57999992,23.25
18-08-1952,3.263025284,29.79000092,22.95999908
19-08-1952,1.712319851,29.19000053,23.12000084
20-08-1952,0,29.35000038,23.37000084
21-08-1952,0,29.55999947,23.02000046
22-08-1952,0,30.02000046,23.62999916
23-08-1952,0,30.57999992,23.59000015
